修改	我想办理加油包
查询余额	看看我手机有什么收费
开通流量	开通四小时快销包
具实返回	买三十元流量加油包
查询积分	呃包套餐
查询余额	你好麻烦你帮我查话费查流量
开通流量	怎样开通四g流量包
查询本机业务	查一下话费有多少
取消流量	看看我套餐都剩多少
取消流量	话费余额还剩多少
查询月初扣费	在重听一次
开通流量	呃你就给我查一下话费
查询流量	我需要个三十元加油包
查询余额	三月份那个上网费是怎么回事啊
查询账单	怎样办理五十元流量加油包
查询充值缴费记录	我这个增值业务费每个月都扣
查询充值缴费记录	别人话费
查询流量	帮我查一下我的话费还有多少钱
开通流量	我要将我的流量取消掉
查询语音	呃重听一遍话费多少
办理套餐	我的手机我的话本月话费多少余额了基本话费
重置手机	查使用情况
查询语音	就是查话费
查询充值缴费记录	帮我查一下话费清楚
查询套餐及固定费	基础流量包功能开通
查询余额	我的卡还有多少积分
取消流量	把我小时流量包取消
开通	不小心开了一个十元的加油包帮我取消了吧
查询余额	开通我想请问一下我那个查流量才交了一百块
查询余额	我我我问你一下请问一下呃我这个业务七月怎
开通流量	夜间的流量包有什么样的
办理手机充值	我还剩多少话费
开通流量	开通三十元加油包
开通流量	话费查流
办理手机充值	唉刚才那个呃就是讲裁量改诗史查重新接那个
办理手机充值	木本流量信息发过来看还有多少流量
开通	我查给我查下话费
取消流量	呃帮助
开通流量	在话费可有了
查询套餐余量	枢要人工服务
开通流量	给我看看手机密码
开通流量	查一下小时流量包
开通流量	还有剩余的套餐吗
查询流量	怎么买五十元流量加油包
查询流量	三十元国内流量给我开通
开通流量	把三百元基础流量包取消谢谢了
具实转人工	我的短信剩多少
取消	嗯叫话还剩多少钱话费
开通流量	二十元加油包咋办理
查询余额	我要开通五十元国内加油流量
修改手机	我想预约我家的宽带
查询短信	我还剩多少分钟通话啊
开通流量	如何取消国内夜间闲时流量叠加包
查询本机业务	你能帮我转转接人工台服务吗
开通流量	我查这个月话费消费多少了
查询流量	夜间流量咋取消
咨询宽带	我呃我要查询我的流量怎么查询
开通流量	还有多少分钟没有用
查询流量	我想问一下我这个月租多少
开通流量	请问我的流量现在里面目前还有多少
查询余额	我这卡上有什么业务啊
查询流量	一百五十元基础流量包开通
查询余额	我的分钟数还有多少啊
开通流量	帮我查一下还剩多少条短信
取消流量	好短确认
查询账单	帮我查一下话费和流量
查询充值缴费记录	我想重置密码
开通流量	请给我查下
查询账单	夜间流量怎么打开
查询充值缴费记录	我密码是啥啊
办理套餐	开通十元一g流量包发送什么短信
开通流量	我这短信还能发多少条
查询余额	查手机套餐
查询余额	套餐及固定费四十的是这是啥费用
确认1	不是我一下查询我这这个这个这个电话费啊每
查询月初扣费	重听一天的话费流量
查询余额	我怎么改宽带密码
取消流量	融合宽带怎么收费的
查询流量	取消十元包国内流量套餐不是夜间的
重置手机	我充值记录看看
修改宽带	可以取消三十元的基础流量包吗
查询本机业务	嗯先生那个我这个手机现在是欠多少费
开通流量	客服密码是多少
查询语音	帮我转接一下前台坐席
取消	您好十元包一g的流量夜间包可以取消吗
查询余额	话费剩多少了
办理	给我查查流量还有多少
查询余额	我刚才有没有充过话费
查询流量	刚刚办理了五元五百兆
开通流量	我想交点话费
预约宽带	手机号码多少
查询语音	他人代付费是怎么回事
查询语音	查那个剩余通话
查询积分	我在网上办理的五元五百兆在哪里扣费
开通流量	你给我查查有多少积分
查询余额	充多少钱
具实转人工	给我查查还剩多长时间
修改	我想了解一下四g融合宽带
办理	加油包买有三十元的吗
取消流量	开通日流量
开通流量	查询套餐
取消流量	查目前话费
开通流量	查流量里吗
查询流量	怎样开通一百五十元国内基础流量包
查询语音	我这个本机有什么那个套餐及固定费啊
开通流量	给我开个五十元基础流量包
开通流量	优惠套餐还有多少
查询余额	请问那个你能帮我查一下这个里面的呃流量套
开通流量	我定的流量包能给我取消了吧
查询流量	你故障微信嘛它帮我查吗办理加油包
修改宽带	请帮我将六元小时流量包取消
查询余额	帮我查一下帮我查一下我这个话费怎么感觉消
具实转人工	买国内流量
取消流量	我能开通十五g的国内流量业务吗
查询余额	帮助吧
查询月初扣费	能不能取消三十元的基础流量包
咨询宽带	我要一百五十元的流量
查询语音	我手机还剩多少分钟
查询本机业务	怎么办三十元加油包流量
开通流量	重新设一个服务密码
取消流量	小时流量包有哪些
查询	查一下积分有多少
修改	我想问一下子我这个手机现在产生的话费是不
办理手机充值	套餐内电话使用情况
查询充值缴费记录	查下余额
查询月初扣费	我的分钟数有没有了
开通流量	不需要加油包了
查询流量	开通六元小时流量补给包
具实帮助	我查话费话费种哎呀还剩多少钱
查询流量	能把我手机宽带停掉
开通流量	三百元包三十g的全国流量
开通流量	流量海里流量一个g看用没用用多少
重置宽带	我请问一下我那个另外那个流量鱼油余额为的
查询余额	我这张卡有没有积分
查询充值缴费记录	取消十元一g的闲时流量叠加包
开通流量	还有多少钱
查询流量	充人工钱包一g
确认1	查查询宽带密码
修改	我现在都有啥业务
开通流量	我不知道啥是套餐及固定费
开通流量	查话费话费查话费
具实重听	办理二十元
查询语音	重听重听重听
查询流量	噢流量查询
查询流量	想办个五十元全国加油包
查询账单	我要人工服务
查询流量	我问一下我那个套餐那怎么还有那个短彩信费啊
开通流量	查我的话费用了短信接收
修改手机	宽带业务取消
开通流量	我这卡还剩多钱话费
开通流量	刘长营沾染了我取消了
查询积分	请重复我这个手机号码
查询余额	开通二十元流量
查询语音	给我把二十元的加油包取消了
取消流量	呃谢谢那不要了
开通流量	查询多少话费
开通流量	这个月分钟数剩多少
查询余额	服务密码能查到吗
查询语音	我这卡有没有积分
查询账单	十元夜间流量包怎么取消
查询账单	夜间流量取消
具实重听	你好我怎么修改手机卡的服务密码
取消流量	查询一下短信还剩余多少条
查询余额	想查呢
开通流量	确认转接确认
开通流量	我还有多少剩余短信
开通流量	我想改套餐
开通流量	重设一下我的手机密码
查询充值缴费记录	我想把夜间流量给退了
查询	我不需要十元夜间流量包了
取消流量	订恢复包办吧
取消流量	我想包四小时流量
查询余额	为什么我办不了四小时流量
查询账单	查询流量余额
具实退出	查询我还有多少条短信
办理	我想取消基础流量包
查询余额	我办理加油包
开通流量	话费就不对
查询本机业务	我想问一下密码多少
查询套餐余量	本机密钥忘了
查询短信	怎么改宽带密码
查询余额	如何取消一百元的基础流量包
查询语音	请取消我的日流量包
办理	话费话费话费
查询余额	帮我缴费
具实返回	你帮我查查当天的流量包还有多少流量
开通流量	帮我重新设置宽带密码
开通流量	开通一次性加油包
重置手机	还剩多长时间没打了
开通流量	二十元包三百兆全国流量加油包
开通流量	一下已开通的业务
办理套餐	你这里能取消三百元的基础流量包吗
查询余额	请查话费寻查话费请查话费
查询月初扣费	给我查查积分多少
查询流量	卡这个月还剩什么
开通流量	取消流量
开通流量	给我充值一下我的话费
查询	办理结束流量
查询余额	能不能把我的宽带预约下
查询本机号码	办流量套
开通流量	重设下服务密码
取消流量	夜间流量包如何取消
取消流量	你把服务密码告诉我
查询账单	需要确认
查询流量	专用流量包开通夜间流量包
查询充值缴费记录	你好请帮我查下话费
查询本机业务	积分换流量怎么换
办理套餐	怎么办理二十元加油包
查询本机业务	给我查查我的电话费
查询流量	转人工服务行吗
查询流量	我要办理十元一百兆的
开通流量	守时退出啊
咨询宽带	三百的基础流量包不要了
取消流量	我有没有免费的流量和分钟
查询语音	帮我修改下我得密码
查询流量	办理了五元包五百兆流量包怎么不生效
修改	手机流量还有多少
查询本机业务	我想取消十元的加油包
开通流量	想办理个加油包
查询流量	我请问一下你今天晚上我充了话费有多少话费
查询余额	办理三加油包
重置手机	帮我查一下我的账单
查询余额	手机交费
确认1	我分钟数还有多少
具实返回	查流量闪
查询账单	办理上网套餐
取消流量	怎么给我话费我我的话费还有多少
查询余额	查一下手机密码
办理手机充值	那个流量超了可以退吗
查询本机业务	我还有多少分钟数了
查询本机业务	我想办理三十元包一g的套餐
开通流量	我这卡开什么业务了
查询增值业务费	给我看看剩多长时间了
查询本机业务	给我包一起夜间流量
查询余额	二十元包二百兆
查询流量	你能取消我的二百元基础流量包吗
查询本机业务	呃查询一下
取消流量	你给我查询一下话费
办理	十元流量包取消一下
查询积分	帮我查查手机里有什么业务我的手机
修改宽带	忘记宽带密码
查询套餐余量	我充了多少话费
具实返回	如何办理一百五十元四g基础流量套餐业务
取消流量	怎么取消十元一g夜间流量
办理	我只开一天一g的
开通流量	六块钱四小时流量包介绍
查询余额	我咋交话费
重置	我要个三十元加油包怎么办
开通流量	你这里能取消流量加油二十元的吗
查询流量	看下剩余的分钟时长
查询	你能不能取消掉我的小时流量包
查询	我想查下查话费能不能查
具实重听	怎么开通三十元开一g国内流量
查询积分	查话费祝查话费
开通流量	手机话费余额还有多少
开通流量	有个套餐外短彩信费是什么呀
办理手机充值	对那个把那你到查手机给我发到手机
办理	取消二十元三百兆国内数据流量
办理	开通二百元包十五g基础流量包
咨询宽带	请取消我的加油包
办理手机充值	三十元基础流量包取消下月不要了
查询	办那个办那个便宜一点
取消流量	给我查查密码多少
办理	查询值
开通流量	我是不是充值了话费
取消流量	查一下话费
开通流量	查查流查
查询语音	修改我的密码
查询套餐余量	帮我查流量帮我查流量我想开流量
办理手机充值	帮我开十块钱的流量包
重置手机	服务服务查话费好吧
开通流量	说你给我查下话费查还有多少
查询余额	查询其他套餐资费情况
修改手机	我想要取消加油包三十元的
查询积分	请说帮助
开通流量	查询余额呃
查询短信	改宽带密码
查询余额	查询套餐内电话使用情况
查询套餐外上网费	呃流流量流量情况
开通流量	嗯现在我手机里面有什么业务呢
具实重听	办理办理五元流量加油包
查询余额	查询话费查询流量
查询充值缴费记录	开个十块钱的流量
查询余额	将我办理的基础流量包取消
开通流量	帮我查查我积分剩多少
取消流量	本应请你帮我查一下话费和流量
查询余额	喂我的给我你给我查查都是神马业务该收到一
开通流量	七十多啊九百多少啊喂查流量
重置宽带	噢那你给我办了你给我看我怎么使的这个这个
查询余额	我能在你这儿交话费吗
开通流量	喂请再办理
查询余额	查话费查查话费
确认1	给我的流量取消了
取消流量	我这个月怎么花的钱
查询余额	闲时流量包取消
取消流量	充五十元加油包
开通流量	退订服务
查询流量	你查话费吗
重置手机	帮我查查交费记录
修改	帮我查一下流量
查询充值缴费记录	夜间流量在哪开
办理手机充值	流量出省能不能用
开通流量	密码给我查一下
预约宽带	上个月有个补收费是什么
查询流量	我这卡里都啥业务
开通流量	我短信还有多少条
查询增值业务费	人工心肠系
查询余额	我要将我的十元流量包取消掉
开通流量	我需要了解一下我的积分情况
修改	我的剩余分钟数有多少
查询流量	群组宽带是个什么东西
查询流量	可以修改手机秘钥吗
开通流量	我这卡积分多少
开通流量	有五元五百兆的没月
确认1	一g查询
查询套餐余量	办理夜间流量包
办理	流量业物余额多少啊
开通流量	帮我查下我的密码
取消流量	不需要小时流量包了
查询流量	你好有二百元十五g国内流量吗
查询余额	怎么办加油包
预约宽带	密码重置
开通流量	有多少分钟
具实帮助	因为欠费多少啊
查询短信	那你给我转人工服务台
开通流量	你请帮我再查一遍
开通流量	为什么月初一下少了这么多钱
办理手机充值	看看我还有多少分钟了
修改	一百元全国流量包怎么开通
查询	有十元加油包
查询	请你帮我取消加油包
查询账单	我这个话费这
查询	我要办理三十元流量加油包
开通流量	请帮我业务吗
查询充值缴费记录	到幺零零八六发个信息说的我这话费不足十元
开通流量	请预约我家的宽带
开通流量	我查不了
咨询宽带	能不能帮我取消夜间流量
查询积分	看一下我剩多少流量
查询余额	那个才充的家庭卡一个月充值下
开通流量	取消一百元基础流量包
查询账单	我想退掉吧
开通流量	怎么查询剩余流量
办理手机充值	退除
取消	我想把夜间流量取消了
查询积分	还剩多少条免费短信
查询语音	请帮我将周末流量包取消
开通流量	我想了解一下群组宽带
咨询宽带	我的查话费请查话费余
咨询	本机还有多少话费我的手机我不会接短信
查询余额	帮我预约我的宽带
修改宽带	办理加油包五块钱的加油包
查询流量	我想请问一下流量加油包怎么办
具实帮助	办加油包
取消流量	分钟剩多少时间了
取消流量	呃我就是交了五十块钱话费可有了
查询余额	给我开个五十的流量包
开通流量	改手机密码
查询积分	查一下我能办理的十元日流量套餐
修改手机	加流量包
查询语音	我话费余额我我我的话费还有多少钱啊上面
查询账单	我要取消掉
修改	话费行相助
查询积分	我想查一下我的国内流量还有多少
办理手机充值	你能不能取消掉我的加油包
开通流量	什什么业务暑热吗
取消流量	帮我改个密码
查询积分	刚才定的夜间流量怎么取消
查询本机号码	夜间流量套餐都有什么
查询本机号码	呃五元包三十兆
查询本机号码	我校请你还有多少元
开通流量	开个三百元流量
取消流量	三十元流量套餐包有哪些
查询余额	还有通话分钟吗
取消流量	我要查消费情况
查询余额	我的套餐为什么有一个十元的夜间包我之前包过一次不是时间到了自动取消么
具实退出	开通五十元流量加油包国内
查询月初扣费	查阅充值
取消流量	请你帮我查一下流量
查询流量	我的密码忘了想重新获取一下
开通流量	我查我的流量还有多少
查询积分	分钟数还有多少剩余
查询短信	我刚存的话费到账了吗
开通流量	今个的嗯一百二十余额一没
查询余额	办理夜间流量
查询	看我余额剩多少
查询套餐及固定费	宽带资费介绍
咨询宽带	查一下剩多少流量
查询余额	不是我我得交交姝一位叫就是给我送余额附言
查询本机号码	查一下流量重听
开通流量	我想问一下什么加套餐外流量
修改手机	你们移动的单品宽带是个什么玩意
查询余额	我这卡都开什么业务了
开通流量	开通五元流量
查询流量	我不想要加油包了
查询积分	嗯咨询服务
取消流量	有一百五十元十g的流量套餐吗
取消流量	我想问一下我这个到底欠了多少我充了一百五
查询套餐余量	查一下我的流量
办理手机充值	流量查一下
查询充值缴费记录	转人工了
预约宽带	查下话费余额
具实转人工	取消一下十元的流量包
取消流量	给我开五十元加油包
查询流量	分钟数
查询积分	我的话费还有多少呢
具实转人工	取消夜间包十元一个
办理手机充值	本机话费
查询增值业务费	我都开通啥业务了
查询余额	还有多少通话时长
修改手机	帮我查一下已开通的业务有哪些
查询本机业务	我想查一下我还剩多少流量
具实转人工	短信如何开通三十元一次性加油包
开通流量	话费余额里
查询流量	重置本机密码
办理套餐	开通七十元三个g的流量
查询积分	怎么通过手机交话费
查询本机号码	现在咋剩五块钱
开通流量	我现在短信剩多少条
重置手机	剩余的流量以及分钟数分别剩余多少
取消流量	你好帮我查下话费
查询短信	查一查
查询语音	查上网使用情况
咨询宽带	套餐剩余情况
查询余额	怎么开通国内流量包
取消流量	我分钟数还有多少啊
查询	看看我的卡里还有多少免费的短信
查询余额	修改服务密码
取消流量	还剩多少通话时间
查询账单	帮我查询流量还有多少
取消流量	我有多少积分
查询余额	查查我的剩余短信条数
修改	我想改宽带的密码
查询余额	本卡都有什么业务
查询余额	你好请问夜间流量是什么样的可以介绍下吗
开通流量	重复没了
